budget, difference in mean,difference in position,total vectors 
5120,0.659813979315,11,1000
5120,-0.196615599,2,1000
5120,1.87958483034,27,1000
5120,-2.5432517115,40,1000
5120,-1.79621640964,30,1000
5120,3.01109498691,39,1000
5120,-0.918760875265,15,1000
5120,-3.61594314323,54,1000
5120,-0.543722208209,10,1000
5120,-2.19505322088,36,1000
5120,-3.11656476113,48,1000
5120,0.149533041259,2,1000
5120,-5.59308522962,80,1000
5120,0.149533041259,2,1000
5120,-3.06886976767,47,1000
5120,3.52611169302,47,1000
5120,-2.69418390218,42,1000
5120,-5.14042933561,74,1000
5120,1.91060639008,28,1000
5120,-5.09140508101,73,1000
5120,-2.71285541432,43,1000
5120,0.436232973371,7,1000
5120,0.428142781323,6,1000
5120,-6.03386629277,87,1000
5120,-0.975183076805,17,1000
5120,1.08520784794,20,1000
5120,-1.25752917013,22,1000
5120,-2.26392996601,37,1000
5120,-1.88543772283,31,1000
5120,-5.09140508101,73,1000
5120,-3.65845054174,55,1000
5120,-1.1293031533,20,1000
5120,0.669094414417,12,1000
5120,-5.51815066817,79,1000
5120,-2.69418390218,42,1000
5120,-3.03245408404,46,1000
5120,-2.19505322088,36,1000
5120,0.373363274585,3,1000
5120,-3.44843249188,53,1000
5120,-2.97432056012,45,1000
5120,-1.50973467176,26,1000
5120,-1.90896302575,32,1000
5120,1.92681830691,29,1000
5120,-0.455312240342,9,1000
5120,-4.76263754412,70,1000
5120,-0.244455876305,4,1000
5120,2.98657996819,38,1000
5120,-3.44843249188,53,1000
5120,1.91060639008,28,1000
5120,-3.9022885313,56,1000
5120,-4.8529035508,72,1000
5120,0.867951288506,18,1000
5120,-8.13168426728,112,1000
5120,-0.813749999512,12,1000
5120,1.91060639008,28,1000
5120,0.901534676844,19,1000
5120,-2.02567387712,34,1000
5120,-0.393268838537,7,1000
