budget, difference in mean,difference in position,total vectors 
320,-30.3274431195,330,1000
320,-4.20021877657,62,1000
320,-17.723364769,209,1000
320,-0.264113977196,5,1000
320,-4.39950435194,66,1000
320,-7.85345873776,105,1000
320,-7.0415037864,99,1000
320,-4.06222846266,60,1000
320,-8.0178959438,109,1000
320,7.85172903069,106,1000
320,0.401095109156,4,1000
320,5.42440483492,71,1000
320,-10.1312086859,135,1000
320,10.1974172325,140,1000
320,-4.20021877657,62,1000
320,-14.0987207533,175,1000
320,20.1784122536,264,1000
320,-10.4970738299,143,1000
320,10.1974172325,140,1000
320,-27.6655507551,308,1000
320,-8.20900322067,113,1000
320,10.0216794534,136,1000
320,3.52611169302,47,1000
320,-1.74961319119,28,1000
320,8.24113355269,112,1000
320,0.718630497241,14,1000
320,-6.84476626297,97,1000
320,-1.25752917013,22,1000
320,-10.4394620795,141,1000
320,-16.3507085188,195,1000
320,-10.2335282467,137,1000
320,-21.320388847,242,1000
320,-16.5681195022,200,1000
320,0.718630497241,14,1000
320,-13.0158121559,168,1000
320,10.1974172325,140,1000
320,10.2870536352,143,1000
320,-2.19505322088,36,1000
320,-8.94022517941,124,1000
320,-20.8699195521,236,1000
320,3.36674178659,46,1000
320,-20.6001682599,232,1000
320,-3.06886976767,47,1000
320,0.743979874028,17,1000
320,-25.7322590574,287,1000
320,-31.9259733373,337,1000
320,2.63367159677,33,1000
320,9.06956449348,128,1000
320,7.85172903069,106,1000
320,1.87958483034,27,1000
320,-2.39489907028,38,1000
320,-8.12031316275,111,1000
320,10.2870536352,143,1000
320,-9.50103375659,128,1000
320,3.27041733256,43,1000
320,3.15037348292,40,1000
320,-6.29036936131,90,1000
320,2.55403381044,32,1000
320,14.5249700118,187,1000
320,-19.8611214634,225,1000
320,-15.9676149302,189,1000
320,-9.39899274934,127,1000
320,-25.7616230801,288,1000
320,0.580001727843,10,1000
320,-19.7963434046,224,1000
320,-9.50103375659,128,1000
320,-3.61594314323,54,1000
320,4.52236081678,61,1000
320,-1.60670094381,27,1000
320,9.88240960497,135,1000
320,8.19158335288,110,1000
320,-8.03598949725,110,1000
640,-22.8887785639,262,1000
640,-15.3629802532,183,1000
640,-1.92417374812,33,1000
640,3.15037348292,40,1000
640,-2.10169709982,35,1000
640,3.53680880001,48,1000
640,-15.0085565816,180,1000
640,-17.723364769,209,1000
640,4.87473593137,66,1000
640,-5.42959028198,78,1000
640,3.95704820464,53,1000
640,-12.1740624563,160,1000
640,10.4191235074,146,1000
640,-11.1164334726,148,1000
640,-8.0178959438,109,1000
640,6.78865763865,92,1000
640,-4.36043593237,65,1000
640,7.93725547206,108,1000
640,-7.86345891558,106,1000
640,-10.1170485713,134,1000
640,-12.4636456354,162,1000
640,-10.1312086859,135,1000
640,-19.2639666535,221,1000
640,8.66266180749,122,1000
640,-2.97432056012,45,1000
640,-4.39950435194,66,1000
640,0.0,0,1000
640,-15.9174275023,188,1000
640,-11.4079387185,150,1000
640,-0.411285279398,8,1000
640,1.92681830691,29,1000
640,-17.0582568612,205,1000
640,-6.03386629277,87,1000
640,0.723431896585,15,1000
640,-1.79062133231,29,1000
640,-13.1771165939,170,1000
640,-10.1312086859,135,1000
640,4.40065758844,58,1000
640,-9.39599722801,126,1000
640,-10.4572602877,142,1000
640,12.9825091691,172,1000
640,6.24019704507,83,1000
640,-15.3629802532,183,1000
640,-10.1170485713,134,1000
640,1.50106524407,24,1000
640,4.72731554927,65,1000
640,-8.94022517941,124,1000
640,-0.924794134429,16,1000
640,-0.393268838537,7,1000
640,-15.6977653234,186,1000
640,-2.02567387712,34,1000
640,-14.9447085282,178,1000
640,1.67362856112,25,1000
640,-6.29036936131,90,1000
640,-0.543722208209,10,1000
640,14.6027595889,190,1000
640,-7.18157501492,101,1000
640,-15.1786244393,182,1000
640,-3.35898183922,52,1000
640,2.18673553436,30,1000
640,0.730662889902,16,1000
640,-3.90585877283,57,1000
640,0.428142781323,6,1000
640,-3.9022885313,56,1000
640,-29.9318895525,327,1000
640,17.7413499901,239,1000
640,0.445461491132,8,1000
640,0.717880219324,13,1000
640,5.06645739981,69,1000
640,-14.3450166776,177,1000
640,-5.9984774166,86,1000
640,-14.0987207533,175,1000
640,-1.25752917013,22,1000
640,-5.6354258635,81,1000
640,-15.1786244393,182,1000
640,10.1084587757,138,1000
640,-0.411285279398,8,1000
640,-15.5285326892,184,1000
640,-10.7110938647,146,1000
640,-0.179660313956,1,1000
640,4.4352846829,60,1000
640,17.1089975975,230,1000
640,6.11404140476,80,1000
640,-10.1135851,133,1000
640,-2.97432056012,45,1000
640,-1.74961319119,28,1000
640,-3.65845054174,55,1000
640,-9.28764205882,125,1000
640,6.81424172341,95,1000
640,-0.913723243741,14,1000
640,-27.6655507551,308,1000
640,4.58604779004,62,1000
640,-4.11624534781,61,1000
640,-1.60670094381,27,1000
640,-7.33713821433,103,1000
640,10.0216794534,136,1000
640,-11.9016146599,156,1000
640,-5.09140508101,73,1000
640,-6.84476626297,97,1000
640,11.7547623234,159,1000
1280,-4.78779304583,71,1000
1280,-5.42959028198,78,1000
1280,0.743979874028,17,1000
1280,5.25928310803,70,1000
1280,-4.76263754412,70,1000
1280,-6.16043848961,88,1000
1280,-7.20192931824,102,1000
1280,-2.26392996601,37,1000
1280,1.50106524407,24,1000
1280,-20.4098581287,230,1000
1280,4.32052343228,56,1000
1280,-0.370189557879,6,1000
1280,-3.06886976767,47,1000
1280,9.22312669399,129,1000
1280,-7.33713821433,103,1000
1280,-16.5270814793,198,1000
1280,-1.06950615038,19,1000
1280,4.41513919823,59,1000
1280,-14.3247631914,176,1000
1280,3.1554279465,41,1000
1280,-7.33713821433,103,1000
1280,4.41513919823,59,1000
1280,-6.26744594,89,1000
1280,0.0,0,1000
1280,-8.67503714174,120,1000
1280,-5.92636299493,84,1000
1280,8.36487237748,115,1000
1280,-6.84476626297,97,1000
1280,-7.0415037864,99,1000
1280,-10.3875509675,140,1000
1280,0.901534676844,19,1000
1280,-1.79062133231,29,1000
1280,-9.60507249963,130,1000
1280,3.27041733256,43,1000
1280,10.2572583111,141,1000
1280,14.5697766998,188,1000
1280,0.488735714477,9,1000
1280,-8.2834047783,115,1000
1280,7.85172903069,106,1000
1280,-3.06886976767,47,1000
1280,-16.9358289848,202,1000
1280,-10.1558168941,136,1000
1280,1.67362856112,25,1000
1280,0.0,0,1000
1280,-4.29892621811,63,1000
1280,-7.3948865046,104,1000
1280,-16.4641106775,197,1000
1280,3.1554279465,41,1000
1280,4.60545245904,63,1000
1280,6.80544349785,94,1000
1280,6.09586213456,79,1000
1280,-4.29892621811,63,1000
1280,-5.14630516835,75,1000
1280,-10.6484557683,145,1000
1280,8.27439566436,114,1000
1280,-10.4572602877,142,1000
1280,-6.03386629277,87,1000
1280,-4.8529035508,72,1000
1280,-23.6864901014,268,1000
1280,0.717880219324,13,1000
1280,-16.3507085188,195,1000
1280,-5.14630516835,75,1000
1280,-7.91911670914,107,1000
1280,-0.913723243741,14,1000
1280,-13.0158121559,168,1000
1280,4.52236081678,61,1000
1280,6.09586213456,79,1000
1280,-0.393268838537,7,1000
1280,-8.91435884305,123,1000
1280,-0.244455876305,4,1000
1280,-0.370189557879,6,1000
1280,0.723431896585,15,1000
1280,-6.43147803666,92,1000
1280,-16.4276901098,196,1000
1280,-7.86345891558,106,1000
1280,-1.50973467176,26,1000
1280,-3.44843249188,53,1000
1280,-5.92636299493,84,1000
1280,0.0,0,1000
1280,0.901534676844,19,1000
1280,-5.7517296806,82,1000
1280,-6.16043848961,88,1000
1280,-1.88543772283,31,1000
1280,-0.244455876305,4,1000
1280,0.717880219324,13,1000
1280,-1.79062133231,29,1000
1280,-1.74961319119,28,1000
1280,-10.1312086859,135,1000
1280,3.1554279465,41,1000
1280,0.488735714477,9,1000
1280,-12.6340656185,166,1000
1280,-8.32522748429,117,1000
1280,-16.5681195022,200,1000
1280,-0.975183076805,17,1000
1280,-18.2721097662,213,1000
1280,-4.54596475013,67,1000
1280,-6.16043848961,88,1000
1280,-8.0178959438,109,1000
1280,-3.65845054174,55,1000
1280,-10.7110938647,146,1000
2560,-1.92417374812,33,1000
2560,0.0737830368535,1,1000
2560,-5.14042933561,74,1000
2560,-2.02567387712,34,1000
2560,0.717880219324,13,1000
2560,-0.900512759934,13,1000
2560,-8.72790093896,121,1000
2560,-8.32522748429,117,1000
2560,-1.79621640964,30,1000
2560,2.55403381044,32,1000
2560,-2.69418390218,42,1000
2560,-3.9022885313,56,1000
2560,-1.79062133231,29,1000
2560,-0.179660313956,1,1000
2560,-7.93855630839,108,1000
2560,3.74746643603,50,1000
2560,-1.25752917013,22,1000
2560,-3.22777713426,50,1000
2560,-3.20701380334,49,1000
2560,-8.12031316275,111,1000
2560,-1.1293031533,20,1000
2560,0.488735714477,9,1000
2560,-3.06886976767,47,1000
2560,-8.7655146986,122,1000
2560,-1.74961319119,28,1000
2560,-0.900512759934,13,1000
2560,-11.9682547429,157,1000
2560,0.743979874028,17,1000
2560,-10.284318415,139,1000
2560,8.36487237748,115,1000
2560,-12.1740624563,160,1000
2560,-6.16043848961,88,1000
2560,-11.1164334726,148,1000
2560,0.436232973371,7,1000
2560,-6.4026961368,91,1000
2560,-5.42959028198,78,1000
2560,-1.30488497993,24,1000
2560,-10.2722005617,138,1000
2560,-2.71285541432,43,1000
2560,-2.19505322088,36,1000
2560,-4.31326057863,64,1000
2560,-6.66187751479,96,1000
2560,-6.4026961368,91,1000
2560,-4.11624534781,61,1000
2560,-0.900512759934,13,1000
2560,-4.06222846266,60,1000
2560,-3.99831055503,59,1000
2560,-7.33713821433,103,1000
2560,-7.0415037864,99,1000
2560,-1.1293031533,20,1000
2560,1.67362856112,25,1000
2560,-2.26392996601,37,1000
2560,-4.54596475013,67,1000
2560,-6.26744594,89,1000
2560,4.52236081678,61,1000
2560,0.723431896585,15,1000
2560,-8.2834047783,115,1000
2560,-10.4572602877,142,1000
2560,-6.29036936131,90,1000
2560,-5.92636299493,84,1000
2560,-8.72790093896,121,1000
2560,-1.60670094381,27,1000
2560,2.82668297136,36,1000
2560,-8.32519684557,116,1000
2560,-8.2210808286,114,1000
2560,-3.61594314323,54,1000
2560,3.75068305295,51,1000
2560,-5.16606712078,76,1000
2560,0.743979874028,17,1000
2560,-5.42959028198,78,1000
2560,-3.96624710356,58,1000
2560,-4.5835371952,68,1000
2560,-7.0415037864,99,1000
2560,-13.8239264379,173,1000
2560,-22.0648764538,255,1000
2560,-6.57432754984,95,1000
2560,3.76982715494,52,1000
2560,2.63367159677,33,1000
2560,5.74429253915,76,1000
2560,-1.28535938479,23,1000
2560,3.75068305295,51,1000
2560,-5.42649649905,77,1000
2560,-3.06886976767,47,1000
2560,0.717880219324,13,1000
2560,2.94742829534,37,1000
2560,-3.22777713426,50,1000
2560,-5.6354258635,81,1000
2560,-0.370189557879,6,1000
2560,-3.99831055503,59,1000
2560,3.74746643603,50,1000
2560,3.53680880001,48,1000
2560,-14.3450166776,177,1000
2560,0.743979874028,17,1000
2560,5.42440483492,71,1000
2560,-10.1135851,133,1000
2560,-2.19505322088,36,1000
2560,-0.913723243741,14,1000
2560,-4.54596475013,67,1000
2560,-4.54596475013,67,1000
2560,-8.72790093896,121,1000
5120,-4.11624534781,61,1000
5120,0.149533041259,2,1000
5120,-0.543722208209,10,1000
5120,-0.179660313956,1,1000
5120,-6.43147803666,92,1000
5120,-2.60189135362,41,1000
5120,0.723431896585,15,1000
5120,-3.06886976767,47,1000
5120,-7.3948865046,104,1000
5120,-5.14630516835,75,1000
5120,0.0737830368535,1,1000
5120,-0.264113977196,5,1000
5120,0.730662889902,16,1000
5120,-10.5358755101,144,1000
5120,-3.65845054174,55,1000
5120,-1.90896302575,32,1000
5120,0.401095109156,4,1000
5120,-0.918760875265,15,1000
5120,-3.20701380334,49,1000
5120,-2.10169709982,35,1000
5120,-1.88543772283,31,1000
5120,-3.9022885313,56,1000
5120,-1.90896302575,32,1000
5120,-4.29892621811,63,1000
5120,0.669094414417,12,1000
5120,-1.60670094381,27,1000
5120,-3.44843249188,53,1000
5120,-0.244455876305,4,1000
5120,-4.36043593237,65,1000
5120,-3.99831055503,59,1000
5120,-0.913723243741,14,1000
5120,-3.11656476113,48,1000
5120,0.373363274585,3,1000
5120,-3.32592081347,51,1000
5120,0.901534676844,19,1000
5120,0.420506751133,5,1000
5120,-5.6354258635,81,1000
5120,-2.26392996601,37,1000
5120,-1.90896302575,32,1000
5120,-0.244455876305,4,1000
5120,-0.393268838537,7,1000
5120,-0.975183076805,17,1000
