budget, difference in mean,difference in position,total vectors 
80,-27.6433465473,9,1000
80,5.52485848808,4,1000
80,9.81564974032,7,1000
80,-10.7857780535,2,1000
80,-10.7857780535,2,1000
80,4.92379205396,2,1000
80,-23.4846761602,8,1000
80,-15.2960722587,6,1000
80,-11.1099901625,4,1000
80,-23.4846761602,8,1000
80,-10.7857780535,2,1000
80,0.0,0,1000
80,-30.7661282415,10,1000
80,-16.3960241596,7,1000
80,5.52485848808,4,1000
80,-11.1099901625,4,1000
80,-33.5839813045,11,1000
80,-33.5839813045,11,1000
80,-23.4846761602,8,1000
80,-27.6433465473,9,1000
80,-33.5839813045,11,1000
80,-11.0951568735,3,1000
80,-30.7661282415,10,1000
80,-27.6433465473,9,1000
80,-27.6433465473,9,1000
80,-27.6433465473,9,1000
80,-33.5839813045,11,1000
80,-33.5839813045,11,1000
80,-30.7661282415,10,1000
80,-30.7661282415,10,1000
80,-30.7661282415,10,1000
80,-30.7661282415,10,1000
80,-41.9782174406,12,1000
80,-27.6433465473,9,1000
80,-48.4595366033,14,1000
80,-48.4595366033,14,1000
80,-82.4242765463,16,1000
80,-10.7857780535,2,1000
80,-27.6433465473,9,1000
80,-13.0797188682,5,1000
80,-16.3960241596,7,1000
80,-41.9782174406,12,1000
80,-16.3960241596,7,1000
80,-10.7857780535,2,1000
80,-41.9782174406,12,1000
80,-41.9782174406,12,1000
80,-8.68929705089,1,1000
80,-27.6433465473,9,1000
80,-30.7661282415,10,1000
80,9.81564974032,7,1000
80,-41.9782174406,12,1000
80,-10.7857780535,2,1000
80,-15.2960722587,6,1000
80,-8.68929705089,1,1000
80,-82.9116949976,17,1000
80,-16.3960241596,7,1000
80,-41.9782174406,12,1000
80,-30.7661282415,10,1000
80,-10.7857780535,2,1000
80,2.96962766396,1,1000
80,-15.2960722587,6,1000
80,-27.6433465473,9,1000
80,-27.6433465473,9,1000
80,-8.68929705089,1,1000
80,-41.9782174406,12,1000
80,-15.2960722587,6,1000
80,-41.9782174406,12,1000
80,-8.68929705089,1,1000
80,-15.2960722587,6,1000
80,-33.5839813045,11,1000
80,-23.4846761602,8,1000
80,-15.2960722587,6,1000
80,-27.6433465473,9,1000
80,-33.5839813045,11,1000
80,-10.7857780535,2,1000
80,-23.4846761602,8,1000
80,-33.5839813045,11,1000
80,-23.4846761602,8,1000
80,-15.2960722587,6,1000
80,-33.5839813045,11,1000
80,-27.6433465473,9,1000
80,-33.5839813045,11,1000
80,-82.4242765463,16,1000
80,-27.6433465473,9,1000
80,-82.9116949976,17,1000
80,-27.6433465473,9,1000
80,-33.5839813045,11,1000
80,-16.3960241596,7,1000
80,-11.0951568735,3,1000
80,-10.7857780535,2,1000
80,-15.2960722587,6,1000
80,-15.2960722587,6,1000
80,-27.6433465473,9,1000
80,-8.68929705089,1,1000
80,-33.5839813045,11,1000
80,-23.4846761602,8,1000
80,-33.5839813045,11,1000
160,-27.6433465473,9,1000
160,-27.6433465473,9,1000
160,-33.5839813045,11,1000
160,-33.5839813045,11,1000
160,-41.9782174406,12,1000
160,-82.9116949976,17,1000
160,-16.3960241596,7,1000
160,-13.0797188682,5,1000
160,-15.2960722587,6,1000
160,-16.3960241596,7,1000
160,-33.5839813045,11,1000
160,-8.68929705089,1,1000
160,-11.1099901625,4,1000
160,-23.4846761602,8,1000
160,-33.5839813045,11,1000
160,-15.2960722587,6,1000
160,-33.5839813045,11,1000
160,-11.1099901625,4,1000
160,-16.3960241596,7,1000
160,-30.7661282415,10,1000
160,-10.7857780535,2,1000
160,-10.7857780535,2,1000
160,-11.0951568735,3,1000
160,-10.7857780535,2,1000
160,-13.0797188682,5,1000
160,-16.3960241596,7,1000
160,-33.5839813045,11,1000
160,-10.7857780535,2,1000
160,-11.1099901625,4,1000
160,-10.7857780535,2,1000
160,-10.7857780535,2,1000
160,-11.0951568735,3,1000
160,-23.4846761602,8,1000
160,-33.5839813045,11,1000
160,-33.5839813045,11,1000
160,-13.0797188682,5,1000
160,-11.1099901625,4,1000
160,-30.7661282415,10,1000
160,-33.5839813045,11,1000
160,-27.6433465473,9,1000
160,-11.0951568735,3,1000
160,-11.1099901625,4,1000
160,-10.7857780535,2,1000
160,-16.3960241596,7,1000
160,-11.0951568735,3,1000
160,-15.2960722587,6,1000
160,-15.2960722587,6,1000
160,0.0,0,1000
160,-16.3960241596,7,1000
160,-27.6433465473,9,1000
160,2.96962766396,1,1000
160,-11.0951568735,3,1000
160,-23.4846761602,8,1000
160,2.96962766396,1,1000
160,-27.6433465473,9,1000
160,-16.3960241596,7,1000
160,-27.6433465473,9,1000
160,-41.9782174406,12,1000
160,-10.7857780535,2,1000
160,-33.5839813045,11,1000
160,-8.68929705089,1,1000
160,-16.3960241596,7,1000
160,-8.68929705089,1,1000
160,-33.5839813045,11,1000
160,-15.2960722587,6,1000
160,-30.7661282415,10,1000
160,-27.6433465473,9,1000
160,-27.6433465473,9,1000
160,-41.9782174406,12,1000
160,-33.5839813045,11,1000
160,-23.4846761602,8,1000
160,-27.6433465473,9,1000
160,-27.6433465473,9,1000
160,-33.5839813045,11,1000
160,-27.6433465473,9,1000
160,-10.7857780535,2,1000
160,-10.7857780535,2,1000
160,-33.5839813045,11,1000
160,-41.9782174406,12,1000
160,-11.1099901625,4,1000
160,6.82727248453,5,1000
160,-33.5839813045,11,1000
160,-30.7661282415,10,1000
160,-23.4846761602,8,1000
160,-27.6433465473,9,1000
160,-27.6433465473,9,1000
160,-15.2960722587,6,1000
160,-33.5839813045,11,1000
160,-33.5839813045,11,1000
160,-23.4846761602,8,1000
160,-11.0951568735,3,1000
160,-16.3960241596,7,1000
160,-33.5839813045,11,1000
160,-16.3960241596,7,1000
160,-33.5839813045,11,1000
160,-30.7661282415,10,1000
160,-11.0951568735,3,1000
160,-13.0797188682,5,1000
160,-27.6433465473,9,1000
160,-30.7661282415,10,1000
320,-13.0797188682,5,1000
320,-16.3960241596,7,1000
320,-10.7857780535,2,1000
320,-11.0951568735,3,1000
320,-15.2960722587,6,1000
320,-10.7857780535,2,1000
320,-16.3960241596,7,1000
320,-16.3960241596,7,1000
320,4.92379205396,2,1000
320,-13.0797188682,5,1000
320,-30.7661282415,10,1000
320,-11.1099901625,4,1000
320,-16.3960241596,7,1000
320,-16.3960241596,7,1000
320,-13.0797188682,5,1000
320,-30.7661282415,10,1000
320,-16.3960241596,7,1000
320,-30.7661282415,10,1000
320,-27.6433465473,9,1000
320,-27.6433465473,9,1000
320,-15.2960722587,6,1000
320,-30.7661282415,10,1000
320,-16.3960241596,7,1000
320,-33.5839813045,11,1000
320,-13.0797188682,5,1000
320,-13.0797188682,5,1000
320,-15.2960722587,6,1000
320,-11.1099901625,4,1000
320,-11.0951568735,3,1000
320,-16.3960241596,7,1000
320,-11.0951568735,3,1000
320,-82.4242765463,16,1000
320,-16.3960241596,7,1000
320,-13.0797188682,5,1000
320,-15.2960722587,6,1000
320,-27.6433465473,9,1000
320,-16.3960241596,7,1000
320,-16.3960241596,7,1000
320,-27.6433465473,9,1000
320,-33.5839813045,11,1000
320,-33.5839813045,11,1000
320,-15.2960722587,6,1000
320,-27.6433465473,9,1000
320,-11.1099901625,4,1000
320,-11.1099901625,4,1000
320,-10.7857780535,2,1000
320,-15.2960722587,6,1000
320,-11.1099901625,4,1000
320,-10.7857780535,2,1000
320,-15.2960722587,6,1000
320,-33.5839813045,11,1000
320,-11.0951568735,3,1000
320,-8.68929705089,1,1000
320,-13.0797188682,5,1000
320,-16.3960241596,7,1000
320,-27.6433465473,9,1000
320,-15.2960722587,6,1000
320,-30.7661282415,10,1000
320,-27.6433465473,9,1000
320,-10.7857780535,2,1000
320,-16.3960241596,7,1000
320,-11.1099901625,4,1000
320,-27.6433465473,9,1000
320,-11.1099901625,4,1000
320,-8.68929705089,1,1000
320,-27.6433465473,9,1000
320,-10.7857780535,2,1000
320,-10.7857780535,2,1000
320,-16.3960241596,7,1000
320,-16.3960241596,7,1000
320,-33.5839813045,11,1000
320,-30.7661282415,10,1000
320,-30.7661282415,10,1000
320,-23.4846761602,8,1000
320,-10.7857780535,2,1000
320,-27.6433465473,9,1000
320,-11.1099901625,4,1000
320,-11.0951568735,3,1000
320,-13.0797188682,5,1000
320,-16.3960241596,7,1000
320,-11.0951568735,3,1000
320,-27.6433465473,9,1000
320,-23.4846761602,8,1000
320,-11.1099901625,4,1000
320,-33.5839813045,11,1000
320,-33.5839813045,11,1000
320,-33.5839813045,11,1000
320,-27.6433465473,9,1000
320,-15.2960722587,6,1000
320,-27.6433465473,9,1000
320,-13.0797188682,5,1000
320,-16.3960241596,7,1000
320,-27.6433465473,9,1000
320,-16.3960241596,7,1000
320,-30.7661282415,10,1000
320,-8.68929705089,1,1000
320,-11.1099901625,4,1000
320,-11.1099901625,4,1000
320,-33.5839813045,11,1000
320,-15.2960722587,6,1000
640,-27.6433465473,9,1000
640,-23.4846761602,8,1000
640,-15.2960722587,6,1000
640,-13.0797188682,5,1000
640,-30.7661282415,10,1000
640,-10.7857780535,2,1000
640,-8.68929705089,1,1000
640,-15.2960722587,6,1000
640,-10.7857780535,2,1000
640,-8.68929705089,1,1000
640,-13.0797188682,5,1000
640,-10.7857780535,2,1000
640,-27.6433465473,9,1000
640,-16.3960241596,7,1000
640,-23.4846761602,8,1000
640,-15.2960722587,6,1000
640,-27.6433465473,9,1000
640,-33.5839813045,11,1000
640,-16.3960241596,7,1000
640,-30.7661282415,10,1000
640,-16.3960241596,7,1000
640,-11.1099901625,4,1000
640,-11.0951568735,3,1000
640,-11.0951568735,3,1000
640,-11.1099901625,4,1000
640,-11.0951568735,3,1000
640,-11.0951568735,3,1000
640,-10.7857780535,2,1000
640,-13.0797188682,5,1000
640,-13.0797188682,5,1000
640,-33.5839813045,11,1000
640,-16.3960241596,7,1000
640,-11.0951568735,3,1000
640,-10.7857780535,2,1000
640,5.52485848808,4,1000
640,-27.6433465473,9,1000
640,-27.6433465473,9,1000
640,-11.0951568735,3,1000
640,-15.2960722587,6,1000
640,-15.2960722587,6,1000
640,-30.7661282415,10,1000
640,-13.0797188682,5,1000
640,-11.1099901625,4,1000
640,-15.2960722587,6,1000
640,-27.6433465473,9,1000
640,-11.0951568735,3,1000
640,-11.1099901625,4,1000
640,-23.4846761602,8,1000
640,-11.1099901625,4,1000
640,-27.6433465473,9,1000
640,-10.7857780535,2,1000
640,-15.2960722587,6,1000
640,-10.7857780535,2,1000
640,-33.5839813045,11,1000
640,-15.2960722587,6,1000
640,-11.0951568735,3,1000
640,-13.0797188682,5,1000
640,-23.4846761602,8,1000
640,-8.68929705089,1,1000
640,-33.5839813045,11,1000
640,-8.68929705089,1,1000
640,-30.7661282415,10,1000
640,-27.6433465473,9,1000
640,-30.7661282415,10,1000
640,-27.6433465473,9,1000
640,-27.6433465473,9,1000
640,-15.2960722587,6,1000
640,-11.0951568735,3,1000
640,-30.7661282415,10,1000
640,-11.0951568735,3,1000
640,-27.6433465473,9,1000
640,-8.68929705089,1,1000
640,-15.2960722587,6,1000
640,-10.7857780535,2,1000
640,-10.7857780535,2,1000
640,-27.6433465473,9,1000
640,-10.7857780535,2,1000
640,-11.1099901625,4,1000
640,-15.2960722587,6,1000
640,-10.7857780535,2,1000
640,-11.0951568735,3,1000
640,-10.7857780535,2,1000
640,-13.0797188682,5,1000
640,-27.6433465473,9,1000
640,-10.7857780535,2,1000
640,-15.2960722587,6,1000
640,-27.6433465473,9,1000
640,-13.0797188682,5,1000
640,-8.68929705089,1,1000
640,-13.0797188682,5,1000
640,-10.7857780535,2,1000
640,-8.68929705089,1,1000
640,-11.0951568735,3,1000
640,-15.2960722587,6,1000
640,-15.2960722587,6,1000
640,-13.0797188682,5,1000
640,0.0,0,1000
640,-15.2960722587,6,1000
640,-27.6433465473,9,1000
640,-10.7857780535,2,1000
1280,-8.68929705089,1,1000
1280,-11.1099901625,4,1000
1280,-16.3960241596,7,1000
1280,-15.2960722587,6,1000
1280,-11.1099901625,4,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-10.7857780535,2,1000
1280,-16.3960241596,7,1000
1280,-10.7857780535,2,1000
1280,-11.1099901625,4,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-15.2960722587,6,1000
1280,-15.2960722587,6,1000
1280,-11.0951568735,3,1000
1280,-16.3960241596,7,1000
1280,-11.0951568735,3,1000
1280,-15.2960722587,6,1000
1280,-11.0951568735,3,1000
1280,-10.7857780535,2,1000
1280,-11.1099901625,4,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-16.3960241596,7,1000
1280,-10.7857780535,2,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-16.3960241596,7,1000
1280,-27.6433465473,9,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-27.6433465473,9,1000
1280,-16.3960241596,7,1000
1280,-15.2960722587,6,1000
1280,-10.7857780535,2,1000
1280,-13.0797188682,5,1000
1280,-11.0951568735,3,1000
1280,-10.7857780535,2,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-11.1099901625,4,1000
1280,-27.6433465473,9,1000
1280,-8.68929705089,1,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-15.2960722587,6,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-13.0797188682,5,1000
1280,-15.2960722587,6,1000
1280,-15.2960722587,6,1000
1280,-15.2960722587,6,1000
1280,-15.2960722587,6,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-15.2960722587,6,1000
1280,-11.1099901625,4,1000
1280,-27.6433465473,9,1000
1280,-11.0951568735,3,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-8.68929705089,1,1000
1280,-11.1099901625,4,1000
1280,-15.2960722587,6,1000
1280,-8.68929705089,1,1000
1280,-11.0951568735,3,1000
1280,-27.6433465473,9,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-11.1099901625,4,1000
1280,-11.0951568735,3,1000
1280,-15.2960722587,6,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-15.2960722587,6,1000
1280,-11.1099901625,4,1000
1280,-15.2960722587,6,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-23.4846761602,8,1000
1280,-16.3960241596,7,1000
1280,-10.7857780535,2,1000
1280,-8.68929705089,1,1000
1280,-27.6433465473,9,1000
1280,-15.2960722587,6,1000
1280,-13.0797188682,5,1000
1280,-11.1099901625,4,1000
1280,-10.7857780535,2,1000
1280,-10.7857780535,2,1000
1280,-11.1099901625,4,1000
1280,-23.4846761602,8,1000
1280,-16.3960241596,7,1000
1280,-10.7857780535,2,1000
1280,-8.68929705089,1,1000
1280,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-8.68929705089,1,1000
2560,-8.68929705089,1,1000
2560,-15.2960722587,6,1000
2560,-15.2960722587,6,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-11.0951568735,3,1000
2560,-13.0797188682,5,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-15.2960722587,6,1000
2560,-10.7857780535,2,1000
2560,-16.3960241596,7,1000
2560,-11.1099901625,4,1000
2560,-16.3960241596,7,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-8.68929705089,1,1000
2560,-11.1099901625,4,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-30.7661282415,10,1000
2560,-8.68929705089,1,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-11.0951568735,3,1000
2560,-11.1099901625,4,1000
2560,-23.4846761602,8,1000
2560,-15.2960722587,6,1000
2560,-10.7857780535,2,1000
2560,-11.1099901625,4,1000
2560,-13.0797188682,5,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-11.0951568735,3,1000
2560,-13.0797188682,5,1000
2560,-11.0951568735,3,1000
2560,-8.68929705089,1,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-11.1099901625,4,1000
2560,-8.68929705089,1,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-10.7857780535,2,1000
2560,-10.7857780535,2,1000
2560,-15.2960722587,6,1000
2560,-16.3960241596,7,1000
2560,-10.7857780535,2,1000
2560,-11.1099901625,4,1000
2560,-15.2960722587,6,1000
2560,-13.0797188682,5,1000
2560,-15.2960722587,6,1000
2560,-13.0797188682,5,1000
2560,-11.0951568735,3,1000
2560,-16.3960241596,7,1000
2560,-15.2960722587,6,1000
2560,-11.1099901625,4,1000
2560,-13.0797188682,5,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-13.0797188682,5,1000
2560,-13.0797188682,5,1000
2560,-13.0797188682,5,1000
2560,-11.1099901625,4,1000
2560,-11.0951568735,3,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
2560,-10.7857780535,2,1000
2560,-11.0951568735,3,1000
5120,-8.68929705089,1,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-8.68929705089,1,1000
5120,-11.0951568735,3,1000
5120,-15.2960722587,6,1000
5120,-11.0951568735,3,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-8.68929705089,1,1000
5120,-8.68929705089,1,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-10.7857780535,2,1000
5120,-15.2960722587,6,1000
