budget, difference in mean,difference in position,total vectors 
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-20.005279657,2,1000
5120,-9.98361793814,1,1000
5120,-9.98361793814,1,1000
5120,-20.005279657,2,1000
